Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
02/23/2017 12:00:00 AM,1,6
10/28/2017 05:00:00 AM,3,8
06/01/2017 11:00:00 AM,37,40
03/27/2014 04:00:00 AM,3,2
08/13/2013 10:00:00 AM,86,68
02/27/2017 08:00:00 PM,6,16
09/12/2013 12:00:00 AM,5,11
03/30/2018 01:00:00 AM,1,3
08/09/2018 09:00:00 PM,41,64
01/18/2013 05:00:00 PM,87,158
02/15/2018 01:00:00 PM,31,35
03/26/2015 06:00:00 PM,183,258
11/05/2017 05:00:00 AM,2,2
11/07/2017 06:00:00 AM,77,77
11/28/2017 06:00:00 AM,48,48
11/19/2017 07:00:00 AM,10,10
11/15/2017 10:00:00 AM,41,41
11/13/2017 05:00:00 AM,12,12
11/28/2017 12:00:00 PM,18,18
11/20/2017 01:00:00 AM,1,1
11/11/2017 03:00:00 AM,0,0
11/29/2017 01:00:00 AM,2,2
11/19/2017 07:00:00 PM,8,8
11/13/2017 01:00:00 PM,24,24
11/12/2017 10:00:00 PM,2,2
11/29/2017 03:00:00 AM,2,2
11/15/2017 01:00:00 AM,0,0
11/17/2017 01:00:00 AM,1,1
11/22/2017 01:00:00 AM,1,1
11/04/2017 08:00:00 AM,21,21
11/05/2017 06:00:00 AM,2,2
11/03/2017 05:00:00 AM,8,8
11/08/2017 03:00:00 AM,3,3
11/04/2017 01:00:00 AM,2,2
11/01/2017 10:00:00 PM,17,17
11/26/2017 12:00:00 PM,25,25
11/23/2017 05:00:00 AM,1,1
11/15/2017 04:00:00 AM,4,4
11/10/2017 12:00:00 AM,6,6
11/26/2017 08:00:00 PM,5,5
11/14/2017 12:00:00 PM,25,25
11/21/2017 11:00:00 PM,2,2
11/11/2017 01:00:00 AM,5,5
11/14/2017 11:00:00 AM,22,22
11/04/2017 03:00:00 AM,1,1
11/21/2017 09:00:00 PM,10,10
11/11/2017 06:00:00 AM,4,4
11/13/2017 09:00:00 AM,92,92
11/05/2017 11:00:00 PM,4,4
11/24/2017 01:00:00 AM,1,1
11/12/2017 03:00:00 AM,0,0
11/05/2017 07:00:00 AM,4,4
11/13/2017 12:00:00 PM,21,21
11/02/2017 03:00:00 AM,2,2
11/09/2017 02:00:00 AM,0,0
11/06/2017 03:00:00 AM,0,0
11/05/2017 12:00:00 PM,10,10
11/25/2017 02:00:00 AM,0,0
11/30/2017 02:00:00 AM,1,1
11/18/2017 01:00:00 AM,5,5
11/06/2017 01:00:00 AM,0,0
11/26/2017 01:00:00 AM,0,0
11/03/2017 12:00:00 PM,20,20
11/03/2017 02:00:00 AM,1,1
11/02/2017 04:00:00 AM,4,4
11/27/2017 03:00:00 AM,0,0
11/28/2017 03:00:00 AM,1,1
11/11/2017 02:00:00 AM,2,2
11/30/2017 01:00:00 AM,1,1
11/24/2017 03:00:00 AM,0,0
11/21/2017 10:00:00 PM,6,6
11/17/2017 11:00:00 PM,10,10
11/23/2017 01:00:00 AM,2,2
11/28/2017 05:00:00 AM,13,13
11/13/2017 02:00:00 AM,0,0
11/26/2017 10:00:00 PM,2,2
11/06/2017 04:00:00 AM,0,0
06/12/2014 04:00:00 PM,109,181
09/28/2016 07:00:00 AM,279,150
10/08/2014 12:00:00 AM,7,1
05/03/2013 11:00:00 AM,60,37
12/02/2015 07:00:00 AM,198,76
06/11/2014 05:00:00 PM,238,565
05/18/2013 05:00:00 AM,10,5
05/27/2018 02:00:00 PM,127,144
10/22/2016 01:00:00 AM,5,4
04/16/2017 08:00:00 PM,16,20
05/05/2018 03:00:00 PM,115,120
03/17/2016 10:00:00 PM,24,22
03/16/2015 11:00:00 AM,0,63
05/05/2014 12:00:00 AM,4,3
11/01/2013 09:00:00 AM,169,78
06/22/2013 09:00:00 AM,90,85
10/13/2012 05:00:00 AM,7,3
01/14/2016 11:00:00 AM,30,13
11/30/2014 10:00:00 AM,10,18
11/07/2015 04:00:00 PM,17,27
11/11/2012 05:00:00 AM,0,3
10/20/2015 02:00:00 PM,60,62
12/20/2012 04:00:00 AM,3,2
07/15/2017 08:00:00 PM,40,49
01/14/2014 09:00:00 AM,175,115
03/25/2016 03:00:00 AM,1,0
04/08/2014 10:00:00 PM,11,15
01/25/2018 01:00:00 PM,13,14
03/20/2013 10:00:00 AM,27,11
08/29/2013 12:00:00 AM,12,8
08/13/2018 06:00:00 AM,91,80
07/23/2014 12:00:00 AM,8,10
11/18/2013 10:00:00 AM,43,26
03/04/2018 03:00:00 PM,26,21
07/08/2017 03:00:00 AM,5,0
06/30/2017 11:00:00 PM,13,23
12/28/2012 07:00:00 AM,52,19
02/18/2016 11:00:00 AM,20,18
03/03/2014 04:00:00 PM,62,75
10/18/2017 07:00:00 PM,24,56
09/05/2014 06:00:00 PM,173,259
08/07/2015 02:00:00 AM,0,4
06/08/2015 01:00:00 PM,55,49
06/10/2014 10:00:00 AM,70,55
09/16/2014 05:00:00 AM,24,14
04/09/2017 10:00:00 AM,46,54
09/20/2013 11:00:00 AM,52,39
06/14/2014 11:00:00 PM,13,14
08/04/2016 03:00:00 AM,3,2
02/19/2013 05:00:00 AM,14,7
01/10/2013 09:00:00 AM,102,57
05/09/2014 07:00:00 AM,253,84
10/28/2015 08:00:00 PM,14,33
12/25/2012 10:00:00 PM,3,0
12/11/2012 09:00:00 AM,108,46
07/22/2013 09:00:00 PM,42,54
08/16/2014 03:00:00 AM,9,2
05/07/2013 02:00:00 PM,75,61
03/13/2017 07:00:00 PM,24,69
10/03/2015 12:00:00 PM,81,66
07/16/2015 06:00:00 PM,147,299
12/03/2017 07:00:00 AM,7,7
12/30/2017 01:00:00 AM,1,1
12/16/2017 04:00:00 AM,2,2
12/02/2017 02:00:00 AM,1,1
12/29/2017 01:00:00 AM,1,1
12/26/2017 11:00:00 AM,13,13
12/05/2017 02:00:00 AM,2,2
12/24/2017 08:00:00 PM,0,0
12/28/2017 03:00:00 AM,1,1
12/01/2017 04:00:00 AM,2,2
12/25/2017 01:00:00 AM,0,0
12/16/2017 01:00:00 AM,3,3
12/30/2017 03:00:00 AM,1,1
12/26/2017 05:00:00 AM,6,6
12/21/2017 04:00:00 AM,2,2
12/04/2017 02:00:00 AM,0,0
12/12/2017 01:00:00 AM,1,1
12/25/2017 02:00:00 AM,0,0
12/22/2017 11:00:00 PM,2,2
12/09/2017 09:00:00 PM,6,6
12/26/2017 01:00:00 AM,0,0
12/24/2017 06:00:00 PM,3,3
12/22/2017 01:00:00 AM,0,0
12/29/2017 02:00:00 AM,1,1
12/25/2017 05:00:00 PM,0,0
12/15/2017 09:00:00 PM,14,14
12/26/2017 02:00:00 AM,0,0
12/14/2017 05:00:00 AM,18,18
12/25/2017 06:00:00 AM,0,0
12/25/2017 03:00:00 AM,0,0
12/10/2017 03:00:00 AM,0,0
12/28/2017 02:00:00 AM,1,1
12/01/2017 01:00:00 AM,3,3
12/26/2017 04:00:00 AM,4,4
12/28/2017 12:00:00 AM,1,1
12/11/2017 01:00:00 AM,0,0
12/24/2017 03:00:00 AM,0,0
12/16/2017 09:00:00 AM,19,19
12/09/2017 08:00:00 AM,15,15
12/25/2017 07:00:00 AM,1,1
12/26/2017 12:00:00 PM,11,11
12/02/2017 07:00:00 AM,5,5
12/19/2017 01:00:00 AM,1,1
12/03/2017 04:00:00 AM,2,2
12/25/2017 04:00:00 AM,0,0
12/17/2017 06:00:00 AM,2,2
12/25/2017 04:00:00 PM,1,1
12/24/2017 07:00:00 PM,2,2
12/08/2017 06:00:00 AM,28,28
12/06/2017 03:00:00 AM,1,1
12/22/2017 02:00:00 AM,0,0
12/02/2017 09:00:00 PM,3,3
12/29/2017 10:00:00 PM,3,3
12/02/2017 05:00:00 AM,1,1
12/28/2017 01:00:00 AM,0,0
12/17/2017 01:00:00 AM,1,1
12/26/2017 03:00:00 AM,0,0
12/23/2017 04:00:00 AM,1,1
12/24/2017 01:00:00 AM,1,1
12/12/2017 03:00:00 AM,2,2
12/25/2017 01:00:00 PM,0,0
12/27/2017 02:00:00 AM,0,0
12/19/2017 04:00:00 AM,4,4
12/17/2017 04:00:00 PM,16,16
12/25/2017 11:00:00 PM,1,1
12/20/2017 02:00:00 AM,0,0
12/24/2017 04:00:00 AM,2,2
12/11/2017 11:00:00 PM,5,5
12/18/2017 01:00:00 AM,1,1
12/28/2017 04:00:00 AM,4,4
12/14/2017 11:00:00 PM,8,8
12/29/2017 08:00:00 PM,5,5
12/29/2017 03:00:00 AM,1,1
12/24/2017 12:00:00 PM,12,12
09/07/2016 11:00:00 PM,5,13
12/21/2014 07:00:00 PM,7,9
10/25/2012 08:00:00 AM,227,114
06/24/2016 03:00:00 PM,54,86
06/30/2018 05:00:00 PM,39,64
12/27/2014 09:00:00 AM,10,12
11/19/2015 10:00:00 PM,11,21
03/26/2017 01:00:00 AM,1,5
07/29/2014 08:00:00 AM,470,200
08/03/2013 02:00:00 AM,2,10
04/27/2016 10:00:00 AM,77,33
06/01/2013 12:00:00 AM,14,18
08/29/2016 04:00:00 PM,111,230
10/06/2015 08:00:00 AM,385,187
11/12/2015 05:00:00 PM,96,307
11/22/2012 03:00:00 AM,3,1
03/04/2014 10:00:00 PM,4,10
11/12/2014 09:00:00 PM,14,29
07/18/2017 03:00:00 PM,71,130
02/19/2014 12:00:00 AM,2,3
08/16/2017 05:00:00 AM,24,20
01/11/2013 05:00:00 AM,6,5
09/17/2014 07:00:00 AM,302,117
09/08/2016 11:00:00 AM,47,34
11/29/2014 01:00:00 PM,19,10
05/10/2013 08:00:00 PM,48,70
06/01/2013 08:00:00 AM,54,32
05/04/2013 04:00:00 PM,144,109
06/28/2018 06:00:00 PM,162,340
04/17/2014 11:00:00 PM,6,7
04/04/2013 03:00:00 PM,22,37
12/30/2014 05:00:00 AM,4,7
12/15/2015 09:00:00 AM,133,66
03/13/2013 04:00:00 PM,51,77
11/08/2013 02:00:00 PM,69,42
10/13/2014 06:00:00 PM,116,248
04/24/2013 02:00:00 PM,75,67
01/15/2018 03:00:00 AM,0,0
01/18/2018 02:00:00 AM,0,0
01/15/2018 02:00:00 AM,0,0
01/22/2018 03:00:00 AM,0,0
01/24/2018 02:00:00 AM,0,0
01/29/2018 02:00:00 AM,0,0
01/16/2018 02:00:00 AM,0,0
01/08/2018 12:00:00 AM,0,0
01/08/2018 03:00:00 AM,0,0
01/23/2018 03:00:00 AM,0,0
01/01/2018 04:00:00 AM,0,0
09/09/2014 09:00:00 PM,30,48
10/05/2016 11:00:00 AM,32,23
04/10/2016 12:00:00 AM,10,15
04/16/2015 03:00:00 PM,81,82
11/30/2013 10:00:00 AM,37,20
06/07/2018 07:00:00 AM,230,224
08/07/2013 06:00:00 PM,177,335
11/17/2016 01:00:00 PM,28,43
06/05/2016 06:00:00 AM,7,17
03/30/2016 05:00:00 AM,24,14
05/18/2016 02:00:00 PM,44,72
08/02/2018 10:00:00 AM,45,86
06/20/2018 07:00:00 PM,84,197
03/18/2017 09:00:00 PM,2,12
02/20/2014 08:00:00 AM,188,110
05/28/2018 12:00:00 PM,81,114
12/28/2016 03:00:00 PM,51,49
05/03/2014 05:00:00 AM,7,5
10/25/2014 05:00:00 AM,3,2
01/22/2014 06:00:00 AM,64,24
06/15/2014 04:00:00 PM,55,69
06/19/2015 04:00:00 AM,6,4
08/29/2014 12:00:00 PM,48,35
01/19/2018 09:00:00 AM,83,97
06/01/2016 03:00:00 PM,67,106
02/21/2015 06:00:00 PM,41,45
02/11/2016 12:00:00 AM,5,2
03/09/2016 09:00:00 PM,5,13
09/09/2013 01:00:00 AM,1,7
07/08/2017 11:00:00 PM,6,28
04/06/2015 01:00:00 AM,0,2
05/14/2013 11:00:00 PM,11,14
02/06/2018 03:00:00 AM,1,1
02/23/2018 11:00:00 PM,7,7
02/17/2018 02:00:00 AM,3,3
02/25/2018 05:00:00 AM,1,1
02/10/2018 10:00:00 PM,4,4
02/18/2018 11:00:00 PM,3,3
02/23/2018 02:00:00 AM,1,1
02/11/2018 07:00:00 PM,9,9
02/24/2018 01:00:00 AM,1,1
02/17/2018 09:00:00 PM,8,8
02/05/2018 03:00:00 AM,0,0
02/04/2018 04:00:00 AM,1,1
02/04/2018 02:00:00 AM,3,3
02/15/2018 11:00:00 PM,6,6
02/01/2018 02:00:00 AM,0,0
02/07/2018 12:00:00 AM,1,1
02/04/2018 03:00:00 AM,0,0
02/25/2018 01:00:00 AM,4,4
02/22/2018 11:00:00 AM,16,16
02/08/2018 03:00:00 AM,1,1
02/28/2018 03:00:00 AM,2,2
02/24/2018 08:00:00 AM,11,11
02/18/2018 08:00:00 AM,10,10
02/21/2018 02:00:00 AM,2,2
02/19/2018 03:00:00 AM,0,0
02/16/2018 11:00:00 PM,6,6
02/03/2018 05:00:00 AM,2,2
02/12/2018 01:00:00 AM,1,1
02/18/2018 09:00:00 AM,14,14
02/25/2018 02:00:00 AM,1,1
02/23/2018 12:00:00 AM,2,2
02/04/2018 11:00:00 PM,2,2
02/20/2018 10:00:00 PM,11,11
02/09/2018 03:00:00 AM,2,2
02/20/2018 03:00:00 AM,1,1
02/09/2018 01:00:00 AM,0,0
02/21/2018 03:00:00 AM,1,1
02/01/2018 09:00:00 AM,98,98
02/07/2018 01:00:00 AM,0,0
02/08/2018 12:00:00 AM,3,3
02/26/2018 02:00:00 AM,0,0
02/06/2018 04:00:00 AM,4,4
02/26/2018 12:00:00 AM,1,1
02/20/2018 01:00:00 AM,3,3
02/14/2018 04:00:00 AM,4,4
02/14/2018 02:00:00 AM,0,0
02/28/2018 02:00:00 AM,0,0
02/03/2018 12:00:00 AM,9,9
02/01/2018 03:00:00 AM,3,3
02/25/2018 11:00:00 PM,2,2
02/07/2018 02:00:00 AM,0,0
02/08/2018 01:00:00 AM,2,2
02/07/2018 03:00:00 AM,2,2
02/21/2018 09:00:00 PM,11,11
02/10/2018 08:00:00 PM,6,6
02/11/2018 09:00:00 AM,25,25
12/10/2017 05:00:00 AM,3,1
02/06/2013 04:00:00 PM,56,99
08/16/2013 10:00:00 PM,18,28
10/23/2013 06:00:00 PM,147,244
10/26/2014 11:00:00 AM,37,27
07/26/2014 11:00:00 AM,124,111
08/08/2017 11:00:00 PM,6,26
08/10/2018 07:00:00 AM,200,206
07/11/2014 12:00:00 AM,19,12
12/26/2017 07:00:00 PM,6,16
12/20/2013 03:00:00 AM,0,1
03/12/2018 01:00:00 AM,1,1
03/08/2018 01:00:00 AM,1,1
03/24/2018 08:00:00 AM,15,15
03/24/2018 10:00:00 PM,8,8
03/02/2018 01:00:00 AM,1,1
03/15/2018 03:00:00 AM,1,1
03/15/2018 02:00:00 AM,1,1
03/14/2018 12:00:00 PM,36,36
03/30/2018 11:00:00 PM,10,10
03/31/2018 11:00:00 AM,62,62
03/12/2018 12:00:00 PM,60,60
03/26/2018 04:00:00 AM,4,4
03/27/2018 01:00:00 PM,23,23
03/02/2018 03:00:00 AM,2,2
03/07/2018 03:00:00 AM,1,1
03/21/2018 03:00:00 AM,1,1
03/20/2018 02:00:00 AM,0,0
03/03/2018 07:00:00 AM,13,13
03/31/2018 09:00:00 AM,45,45
03/31/2018 01:00:00 PM,90,90
03/26/2018 02:00:00 AM,0,0
03/17/2018 11:00:00 PM,8,8
03/31/2018 04:00:00 AM,1,1
03/14/2018 01:00:00 AM,2,2
03/31/2018 03:00:00 AM,3,3
03/12/2018 11:00:00 AM,42,42
03/12/2018 10:00:00 AM,71,71
03/14/2018 12:00:00 AM,4,4
03/06/2018 01:00:00 AM,2,2
03/05/2018 12:00:00 AM,0,0
03/07/2018 12:00:00 PM,25,25
03/09/2018 04:00:00 AM,3,3
03/10/2018 05:00:00 PM,65,65
03/14/2018 10:00:00 PM,15,15
03/08/2018 09:00:00 PM,10,10
03/30/2018 09:00:00 PM,25,25
03/28/2018 01:00:00 AM,0,0
03/20/2018 04:00:00 AM,5,5
03/11/2018 04:00:00 AM,2,2
03/22/2018 11:00:00 PM,4,4
03/28/2018 12:00:00 AM,3,3
03/19/2018 01:00:00 AM,0,0
03/26/2018 06:00:00 AM,35,35
03/28/2018 02:00:00 AM,0,0
03/26/2018 10:00:00 AM,39,39
03/23/2018 02:00:00 AM,0,0
03/13/2018 11:00:00 AM,23,23
03/10/2018 03:00:00 AM,2,2
03/27/2018 10:00:00 PM,13,13
03/03/2018 06:00:00 AM,4,4
03/23/2018 11:00:00 PM,6,6
03/03/2018 01:00:00 PM,87,87
03/21/2018 02:00:00 AM,1,1
03/31/2018 01:00:00 AM,3,3
03/21/2018 11:00:00 PM,5,5
03/22/2018 12:00:00 PM,16,16
03/29/2018 12:00:00 PM,39,39
03/17/2018 04:00:00 AM,1,1
03/30/2018 04:00:00 AM,6,6
03/29/2018 11:00:00 AM,41,41
03/19/2018 04:00:00 AM,6,6
03/02/2018 11:00:00 AM,32,32
03/14/2018 02:00:00 AM,0,0
03/18/2018 10:00:00 PM,7,7
03/06/2018 01:00:00 PM,57,57
01/18/2014 12:00:00 AM,6,9
05/22/2018 09:00:00 AM,174,230
12/19/2012 03:00:00 AM,0,1
01/25/2014 10:00:00 AM,38,24
10/03/2012 05:00:00 PM,192,391
10/02/2015 09:00:00 AM,153,87
10/03/2016 07:00:00 PM,41,115
12/15/2013 11:00:00 AM,35,18
11/02/2014 12:00:00 PM,89,54
06/21/2018 07:00:00 PM,103,155
01/20/2017 06:00:00 AM,42,27
10/24/2016 10:00:00 AM,52,50
03/17/2014 10:00:00 AM,66,46
09/24/2013 04:00:00 PM,102,120
08/31/2015 05:00:00 PM,130,350
05/31/2015 01:00:00 AM,11,9
03/06/2016 04:00:00 PM,29,33
10/02/2016 03:00:00 AM,0,2
11/07/2015 03:00:00 PM,11,19
11/29/2013 12:00:00 PM,44,42
02/21/2017 10:00:00 AM,28,33
11/17/2013 09:00:00 PM,14,8
02/10/2015 08:00:00 AM,210,109
06/01/2014 07:00:00 AM,28,19
01/02/2013 07:00:00 AM,115,42
04/08/2018 11:00:00 PM,2,4
10/03/2014 10:00:00 AM,114,0
06/10/2013 04:00:00 PM,147,206
07/16/2015 06:00:00 AM,139,58
08/14/2017 01:00:00 AM,5,0
05/25/2013 01:00:00 PM,79,66
06/11/2015 02:00:00 AM,4,1
04/15/2015 04:00:00 PM,121,156
09/22/2015 09:00:00 PM,24,34
11/04/2016 08:00:00 AM,253,170
05/21/2015 04:00:00 AM,6,8
04/21/2018 04:00:00 AM,2,2
04/30/2018 03:00:00 AM,1,1
04/14/2018 02:00:00 AM,1,1
04/06/2018 12:00:00 AM,5,5
04/06/2018 02:00:00 AM,0,0
04/28/2018 04:00:00 AM,1,1
04/20/2018 02:00:00 AM,1,1
04/27/2018 01:00:00 AM,5,5
04/09/2018 02:00:00 AM,1,1
04/03/2018 04:00:00 AM,2,2
04/11/2018 10:00:00 PM,8,8
04/15/2018 12:00:00 AM,2,2
04/16/2018 03:00:00 AM,0,0
04/04/2018 02:00:00 AM,0,0
04/13/2018 01:00:00 AM,1,1
04/30/2018 01:00:00 AM,1,1
04/15/2018 10:00:00 AM,33,33
04/30/2018 12:00:00 AM,1,1
04/27/2018 02:00:00 AM,0,0
04/05/2018 04:00:00 AM,1,1
04/23/2018 01:00:00 PM,44,44
04/17/2018 03:00:00 AM,2,2
04/12/2018 02:00:00 AM,0,0
04/14/2018 06:00:00 PM,7,7
04/14/2018 10:00:00 AM,17,17
04/12/2018 12:00:00 AM,1,1
04/14/2018 11:00:00 AM,20,20
04/20/2018 03:00:00 AM,1,1
04/01/2018 05:00:00 AM,2,2
04/01/2018 11:00:00 PM,1,1
04/28/2018 10:00:00 PM,7,7
04/23/2018 01:00:00 AM,2,2
04/20/2018 04:00:00 AM,4,4
04/14/2018 03:00:00 AM,1,1
04/11/2018 03:00:00 AM,0,0
04/07/2018 07:00:00 AM,4,4
04/24/2018 03:00:00 AM,1,1
04/07/2018 04:00:00 AM,2,2
04/18/2018 01:00:00 AM,1,1
04/24/2018 10:00:00 AM,67,67
04/14/2018 08:00:00 PM,6,6
04/15/2018 03:00:00 PM,51,51
04/04/2018 04:00:00 AM,4,4
04/25/2018 02:00:00 AM,2,2
04/21/2018 08:00:00 PM,25,25
04/05/2018 03:00:00 AM,1,1
04/05/2018 02:00:00 AM,0,0
04/10/2018 02:00:00 AM,0,0
07/20/2015 02:00:00 AM,4,3
05/16/2013 03:00:00 AM,0,2
12/27/2014 03:00:00 PM,17,18
11/16/2014 09:00:00 PM,2,6
05/23/2013 09:00:00 AM,145,88
12/24/2014 02:00:00 AM,1,0
11/12/2013 12:00:00 PM,29,31
10/30/2016 09:00:00 AM,38,36
03/05/2017 03:00:00 AM,0,1
12/19/2017 06:00:00 AM,38,27
07/28/2015 05:00:00 PM,219,517
08/19/2016 03:00:00 AM,2,3
12/02/2012 10:00:00 PM,2,5
07/15/2016 02:00:00 PM,59,80
07/19/2015 11:00:00 PM,10,16
08/22/2018 05:00:00 AM,13,21
02/20/2013 04:00:00 PM,61,92
02/15/2018 12:00:00 PM,27,32
12/03/2017 10:00:00 PM,5,6
02/08/2017 10:00:00 AM,25,17
05/20/2018 06:00:00 PM,68,42
07/22/2014 04:00:00 PM,117,227
09/29/2016 02:00:00 AM,1,0
06/02/2018 05:00:00 AM,10,6
10/12/2013 06:00:00 AM,14,7
11/25/2013 07:00:00 PM,38,71
08/13/2016 07:00:00 AM,25,20
09/21/2015 10:00:00 PM,18,15
10/01/2013 02:00:00 AM,4,2
05/31/2013 07:00:00 AM,286,103
08/08/2017 08:00:00 PM,74,95
01/05/2018 11:00:00 AM,11,14
11/30/2014 04:00:00 PM,27,25
07/23/2013 01:00:00 PM,65,61
09/30/2015 09:00:00 AM,167,100
11/26/2015 01:00:00 PM,28,33
07/28/2014 09:00:00 PM,43,76
06/10/2013 08:00:00 PM,73,63
12/19/2012 06:00:00 PM,35,86
11/11/2017 11:00:00 PM,7,6
04/08/2014 10:00:00 AM,62,50
08/28/2017 01:00:00 AM,0,1
11/20/2014 04:00:00 PM,70,109
05/25/2013 09:00:00 AM,68,30
07/04/2013 07:00:00 PM,133,109
09/18/2014 02:00:00 AM,5,0
08/22/2018 12:00:00 AM,3,1
12/09/2015 11:00:00 AM,26,25
06/29/2013 11:00:00 AM,135,87
08/29/2018 06:00:00 PM,132,312
01/08/2013 07:00:00 AM,141,59
12/16/2015 12:00:00 AM,7,3
08/14/2015 12:00:00 AM,9,8
06/22/2016 05:00:00 PM,234,555
07/23/2016 04:00:00 AM,1,2
02/11/2018 11:00:00 PM,7,6
05/15/2014 06:00:00 PM,195,406
11/30/2016 05:00:00 AM,22,6
11/04/2014 11:00:00 AM,29,24
09/08/2015 11:00:00 PM,8,12
11/24/2017 10:00:00 AM,34,31
05/31/2018 10:00:00 AM,48,48
05/06/2018 05:00:00 AM,3,3
05/05/2018 07:00:00 PM,42,42
05/23/2018 04:00:00 AM,9,9
05/28/2018 07:00:00 AM,26,26
05/28/2018 01:00:00 AM,3,3
05/10/2018 11:00:00 PM,9,9
05/18/2018 03:00:00 AM,2,2
05/17/2018 03:00:00 AM,2,2
05/08/2018 02:00:00 AM,0,0
05/20/2018 10:00:00 PM,11,11
05/04/2018 03:00:00 AM,2,2
05/29/2018 02:00:00 AM,0,0
05/22/2018 02:00:00 PM,79,79
05/20/2018 03:00:00 AM,1,1
05/06/2018 03:00:00 AM,0,0
05/01/2018 02:00:00 AM,2,2
05/26/2018 12:00:00 AM,9,9
05/02/2018 02:00:00 AM,1,1
05/26/2018 04:00:00 AM,3,3
05/26/2018 11:00:00 AM,98,98
05/18/2018 02:00:00 AM,0,0
05/27/2018 01:00:00 AM,5,5
05/24/2018 02:00:00 AM,2,2
05/03/2018 03:00:00 AM,1,1
05/02/2018 11:00:00 AM,55,55
05/31/2018 01:00:00 AM,3,3
05/07/2018 02:00:00 AM,0,0
05/20/2018 06:00:00 AM,7,7
05/16/2018 03:00:00 AM,0,0
05/15/2018 11:00:00 PM,13,13
05/16/2018 01:00:00 AM,5,5
05/27/2018 04:00:00 AM,1,1
05/28/2018 03:00:00 AM,0,0
05/14/2018 12:00:00 AM,1,1
03/12/2017 05:00:00 AM,2,0
03/25/2018 05:00:00 AM,2,1
11/16/2016 08:00:00 AM,260,154
04/21/2014 07:00:00 AM,215,70
01/23/2018 06:00:00 AM,57,48
04/08/2018 01:00:00 AM,0,1
03/09/2015 01:00:00 AM,2,3
07/10/2017 03:00:00 PM,61,109
02/04/2015 04:00:00 PM,66,98
09/20/2014 09:00:00 AM,61,38
07/17/2015 07:00:00 PM,75,98
03/18/2017 05:00:00 AM,2,6
06/16/2018 03:00:00 AM,1,4
08/05/2013 12:00:00 AM,14,8
04/08/2017 06:00:00 AM,3,5
11/22/2012 08:00:00 AM,13,10
02/02/2017 08:00:00 AM,228,139
11/11/2013 03:00:00 AM,1,0
08/09/2017 02:00:00 PM,47,64
02/28/2013 12:00:00 AM,3,4
09/08/2013 08:00:00 AM,27,34
07/26/2013 10:00:00 PM,22,23
05/01/2015 01:00:00 AM,1,3
04/18/2017 07:00:00 AM,180,102
04/20/2018 08:00:00 PM,20,68
02/23/2018 08:00:00 AM,84,75
02/21/2017 05:00:00 PM,73,262
07/18/2015 06:00:00 AM,12,17
01/08/2014 09:00:00 AM,141,82
01/12/2017 01:00:00 PM,27,20
02/21/2017 09:00:00 PM,9,13
05/13/2018 09:00:00 PM,14,22
06/13/2018 12:00:00 AM,3,3
06/19/2018 03:00:00 AM,1,1
06/13/2018 01:00:00 AM,1,1
06/02/2018 04:00:00 AM,4,4
06/22/2018 04:00:00 AM,6,6
06/05/2018 10:00:00 AM,67,67
06/23/2018 04:00:00 AM,4,4
06/30/2018 02:00:00 AM,3,3
06/29/2018 02:00:00 AM,3,3
06/10/2018 03:00:00 AM,2,2
06/28/2018 04:00:00 AM,5,5
06/17/2018 04:00:00 AM,3,3
06/11/2018 02:00:00 AM,0,0
06/15/2018 02:00:00 AM,1,1
06/29/2018 03:00:00 AM,2,2
06/20/2018 06:00:00 AM,110,110
06/02/2018 02:00:00 AM,6,6
06/14/2018 02:00:00 PM,51,51
06/16/2018 04:00:00 PM,133,133
06/27/2018 04:00:00 AM,11,11
06/05/2018 01:00:00 AM,3,3
06/03/2018 08:00:00 AM,41,41
06/07/2018 04:00:00 AM,6,6
06/01/2018 02:00:00 AM,0,0
06/13/2018 03:00:00 AM,3,3
06/25/2018 02:00:00 PM,41,41
06/04/2018 04:00:00 AM,7,7
06/03/2018 03:00:00 AM,2,2
06/21/2018 03:00:00 AM,2,2
06/28/2018 03:00:00 AM,2,2
06/24/2018 03:00:00 AM,2,2
06/25/2018 12:00:00 AM,3,3
06/16/2018 04:00:00 AM,2,2
06/01/2018 04:00:00 AM,4,4
06/02/2018 08:00:00 AM,44,44
06/20/2018 12:00:00 AM,5,5
06/14/2018 01:00:00 AM,1,1
06/13/2018 06:00:00 AM,46,46
06/12/2018 09:00:00 PM,36,36
06/10/2018 04:00:00 AM,1,1
06/09/2018 04:00:00 AM,1,1
06/15/2018 02:00:00 PM,91,91
06/10/2018 12:00:00 AM,4,4
06/03/2018 10:00:00 PM,7,7
06/06/2018 04:00:00 AM,6,6
12/19/2014 06:00:00 AM,46,20
12/26/2014 07:00:00 PM,14,11
03/20/2016 05:00:00 PM,14,21
08/17/2018 12:00:00 AM,6,7
10/07/2012 05:00:00 PM,118,73
05/05/2018 08:00:00 PM,22,21
10/16/2012 04:00:00 AM,2,3
11/21/2016 06:00:00 AM,74,53
06/04/2018 08:00:00 AM,295,275
12/03/2017 03:00:00 PM,36,45
06/28/2016 06:00:00 PM,201,348
10/27/2017 07:00:00 AM,167,156
11/28/2013 09:00:00 AM,17,28
01/01/2017 07:00:00 PM,1,2
10/18/2014 09:00:00 AM,68,35
09/19/2014 02:00:00 PM,75,73
08/22/2015 01:00:00 AM,14,10
